Mcav_protein_seq,Human_gene_name,Human_gene_pfam,Orthogroup,Entry
Mcav_TRINITY_GG_51729_c5_g3_i1.p1,NP_000231.1,PF07992.18,OG0012224,Q9UJX0
Mcav_TRINITY_GG_51729_c5_g3_i1.p1,NP_000231.1,PF00070.31,OG0012224,Q9UJX0
Mcav_TRINITY_GG_51997_c9_g1_i1.p1,NP_000745.1,PF13578.10,OG0007789,Q7ZXG7
Mcav_TRINITY_GG_51997_c9_g1_i1.p1,NP_002677.1,PF08241.16,OG0007789,Q7ZXG7
Mcav_TRINITY_GG_52308_c0_g1_i1.p1,NP_000778.3,PF03351.21,OG0000903,NA
Mcav_TRINITY_GG_52337_c15_g1_i1.p1,NP_000745.1,PF13847.10,OG0008747,Q504A5
Mcav_TRINITY_GG_52337_c15_g1_i1.p1,NP_002677.1,PF08241.16,OG0008747,Q504A5
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF13450.10,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF03486.18,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF00070.31,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF13738.10,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF07992.18,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF07992.18,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF07992.18,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000660.1,PF02826.23,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF01266.28,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF01262.25,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF01134.26,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF00070.31,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF01262.25,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF03486.18,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF00890.28,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF12831.11,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF13450.10,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000663.1,PF02826.23,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000658.1,PF01262.25,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF13450.10,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF01266.28,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF00890.28,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF01262.25,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF01134.26,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF03486.18,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF00890.28,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF00070.31,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF12831.11,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000659.2,PF01262.25,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF13738.10,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF01266.28,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000889.3,PF13738.10,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_690863.1,PF01134.26,OG0006680,P00390
Mcav_TRINITY_GG_52430_c4_g1_i1.p1,NP_000231.1,PF12831.11,OG0006680,P00390
Mcav_TRINITY_GG_52655_c1_g2_i1.p1,NP_665877.1,PF00043.29,OG0006804,Q8K3C3
Mcav_TRINITY_GG_52853_c1_g1_i1.p1,NP_000538.3,PF14670.10,OG0007778,P10079
Mcav_TRINITY_GG_52853_c1_g1_i1.p1,NP_000538.3,PF12947.11,OG0007778,P10079
Mcav_TRINITY_GG_52853_c1_g1_i1.p1,NP_000541.1,PF07974.17,OG0007778,P10079
Mcav_TRINITY_GG_52853_c1_g1_i1.p1,NP_000538.3,PF07645.19,OG0007778,P10079
Mcav_TRINITY_GG_52853_c1_g1_i1.p1,NP_000538.3,PF12661.11,OG0007778,P10079
Mcav_TRINITY_GG_52853_c1_g1_i1.p1,NP_000538.3,PF00008.31,OG0007778,P10079
Mcav_TRINITY_GG_52853_c1_g1_i1.p1,NP_000538.3,PF12662.11,OG0007778,P10079
Mcav_TRINITY_GG_52853_c2_g1_i1.p1,NP_000538.3,PF00008.31,OG0004407,P10040
Mcav_TRINITY_GG_52853_c2_g1_i1.p1,NP_000541.1,PF07974.17,OG0004407,P10040
Mcav_TRINITY_GG_52853_c2_g1_i1.p1,NP_000538.3,PF12661.11,OG0004407,P10040
Mcav_TRINITY_GG_52853_c2_g1_i1.p1,NP_000538.3,PF07645.19,OG0004407,P10040
Mcav_TRINITY_GG_52853_c2_g1_i1.p1,NP_000538.3,PF12662.11,OG0004407,P10040
Mcav_TRINITY_GG_52853_c2_g1_i1.p1,NP_000538.3,PF12947.11,OG0004407,P10040
Mcav_TRINITY_GG_53241_c13_g1_i4.p1,NP_000541.1,PF21314.1,OG0001934,Q96RW7
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_000663.1,PF02826.23,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_690863.1,PF13450.10,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_690863.1,PF13454.10,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_000231.1,PF07992.18,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_000231.1,PF13454.10,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_000231.1,PF13450.10,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_000889.3,PF07992.18,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_000660.1,PF02826.23,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_000889.3,PF13450.10,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_690863.1,PF07992.18,OG0004031,P22570
Mcav_TRINITY_GG_53468_c46_g1_i2.p1,NP_000889.3,PF13454.10,OG0004031,P22570
Mcav_TRINITY_GG_53597_c2_g1_i1.p1,NP_000231.1,PF01266.28,OG0007244,Q9P0Z9
Mcav_TRINITY_GG_53597_c2_g1_i1.p1,NP_000889.3,PF01266.28,OG0007244,Q9P0Z9
Mcav_TRINITY_GG_53597_c2_g1_i1.p1,NP_690863.1,PF01266.28,OG0007244,Q9P0Z9
Mcav_TRINITY_GG_53775_c31_g1_i1.p1,NP_665877.1,PF13417.10,OG0000283,P91253
Mcav_TRINITY_GG_53775_c31_g1_i1.p1,NP_665877.1,PF02798.24,OG0000283,P91253
Mcav_TRINITY_GG_53775_c31_g1_i1.p1,NP_665877.1,PF13409.10,OG0000283,P91253
Mcav_TRINITY_GG_53971_c3_g1_i2.p1,NP_000538.3,PF12662.11,OG0005043,Q9CYL5
Mcav_TRINITY_GG_53971_c3_g1_i2.p1,NP_000538.3,PF12947.11,OG0005043,Q9CYL5
Mcav_TRINITY_GG_53971_c3_g1_i2.p1,NP_000538.3,PF00008.31,OG0005043,Q9CYL5
Mcav_TRINITY_GG_53971_c3_g1_i2.p1,NP_000541.1,PF07974.17,OG0005043,Q9CYL5
Mcav_TRINITY_GG_53971_c3_g1_i2.p1,NP_000538.3,PF12661.11,OG0005043,Q9CYL5
Mcav_TRINITY_GG_53971_c3_g1_i2.p1,NP_000538.3,PF07645.19,OG0005043,Q9CYL5
Mcav_TRINITY_GG_54496_c5_g1_i1.p1,NP_000745.1,PF02475.20,OG0006858,F4NUJ6
Mcav_TRINITY_GG_54524_c6_g1_i1.p1,NP_000538.3,PF14670.10,OG0007197,B3EWY9
Mcav_TRINITY_GG_54524_c6_g1_i1.p1,NP_000541.1,PF21314.1,OG0007197,B3EWY9
Mcav_TRINITY_GG_54524_c6_g1_i1.p1,NP_001913.2,PF02529.19,OG0007197,B3EWY9
Mcav_TRINITY_GG_54524_c6_g1_i1.p1,NP_000538.3,PF07645.19,OG0007197,B3EWY9
Mcav_TRINITY_GG_54524_c6_g1_i1.p1,NP_000538.3,PF12662.11,OG0007197,B3EWY9
Mcav_TRINITY_GG_54524_c6_g1_i1.p1,NP_000538.3,PF12661.11,OG0007197,B3EWY9
Mcav_TRINITY_GG_54524_c6_g1_i1.p1,NP_000538.3,PF00008.31,OG0007197,B3EWY9
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000231.1,PF01946.21,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF01488.24,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF07992.18,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000231.1,PF01494.23,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000231.1,PF01262.25,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000658.1,PF01262.25,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000889.3,PF00890.28,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000231.1,PF00070.31,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000658.1,PF03721.18,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF13241.10,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000889.3,PF01494.23,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000660.1,PF16912.9,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF01266.28,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000659.2,PF01262.25,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000661.2,PF16912.9,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF01494.23,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000658.1,PF16912.9,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF03721.18,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000889.3,PF07992.18,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF02737.22,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000231.1,PF07992.18,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF01262.25,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000231.1,PF01266.28,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000889.3,PF01946.21,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000659.2,PF03721.18,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000663.1,PF03721.18,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000662.3,PF16912.9,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF00890.28,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000889.3,PF00070.31,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000659.2,PF16912.9,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000663.1,PF02826.23,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000660.1,PF02826.23,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF00070.31,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000231.1,PF13450.10,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF01946.21,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000889.3,PF01266.28,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000661.2,PF03721.18,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000889.3,PF01262.25,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_690863.1,PF13450.10,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000660.1,PF03721.18,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000889.3,PF13450.10,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_000231.1,PF00890.28,OG0005294,NA
Mcav_TRINITY_GG_54611_c10_g1_i2.p1,NP_001159976.1,PF16912.9,OG0005294,NA
Mcav_TRINITY_GG_54632_c21_g1_i1.p1,NP_665877.1,PF02798.24,OG0010588,D3ZAT9
Mcav_TRINITY_GG_54632_c21_g1_i1.p1,NP_665877.1,PF14497.10,OG0010588,D3ZAT9
Mcav_TRINITY_GG_54632_c21_g1_i1.p1,NP_665877.1,PF17172.8,OG0010588,D3ZAT9
Mcav_TRINITY_GG_54632_c21_g1_i1.p1,NP_665877.1,PF13409.10,OG0010588,D3ZAT9
Mcav_TRINITY_GG_54632_c21_g1_i1.p1,NP_665877.1,PF13417.10,OG0010588,D3ZAT9
Mcav_TRINITY_GG_54632_c21_g1_i1.p1,NP_665877.1,PF13410.10,OG0010588,D3ZAT9
Mcav_TRINITY_GG_5481_c7_g1_i1.p1,NP_000231.1,PF07687.18,OG0002140,Q96KP4
Mcav_TRINITY_GG_55162_c2_g1_i1.p1,NP_000538.3,PF03098.19,OG0000779,G5EG78
Mcav_TRINITY_GG_55181_c1_g1_i1.p1,NP_000538.3,PF00084.24,OG0002505,P49746
Mcav_TRINITY_GG_55303_c5_g2_i1.p1,NP_000363.1,PF06305.15,OG0008305,Q9Y2U8
Mcav_TRINITY_GG_55445_c18_g1_i1.p1,NP_000778.3,PF03351.21,OG0000647,Q5TZ24
Mcav_TRINITY_GG_55445_c18_g1_i1.p1,NP_000778.3,PF03712.19,OG0000647,Q5TZ24
Mcav_TRINITY_GG_55445_c18_g1_i1.p1,NP_000778.3,PF01082.24,OG0000647,Q5TZ24
Mcav_TRINITY_GG_55710_c6_g1_i1.p1,NP_000663.1,PF02826.23,OG0000603,Q8NBN7
Mcav_TRINITY_GG_55710_c6_g1_i1.p1,NP_690863.1,PF01488.24,OG0000603,Q8NBN7
Mcav_TRINITY_GG_55710_c6_g1_i1.p1,NP_000660.1,PF02826.23,OG0000603,Q8NBN7
Mcav_TRINITY_GG_56227_c6_g1_i1.p1,NP_665877.1,PF17172.8,OG0004899,O73888
Mcav_TRINITY_GG_56227_c6_g1_i1.p1,NP_665877.1,PF02798.24,OG0004899,O73888
Mcav_TRINITY_GG_56227_c6_g1_i1.p1,NP_665877.1,PF13409.10,OG0004899,O73888
Mcav_TRINITY_GG_56232_c0_g1_i1.p1,NP_665877.1,PF14497.10,OG0002903,P46436
Mcav_TRINITY_GG_56232_c0_g1_i1.p1,NP_665877.1,PF02798.24,OG0002903,P46436
Mcav_TRINITY_GG_56232_c0_g1_i1.p1,NP_665877.1,PF00043.29,OG0002903,P46436
Mcav_TRINITY_GG_56232_c0_g1_i1.p1,NP_665877.1,PF13409.10,OG0002903,P46436
Mcav_TRINITY_GG_56232_c0_g1_i1.p1,NP_665877.1,PF17172.8,OG0002903,P46436
Mcav_TRINITY_GG_56232_c0_g1_i1.p1,NP_665877.1,PF13410.10,OG0002903,P46436
Mcav_TRINITY_GG_56232_c0_g1_i1.p1,NP_665877.1,PF13417.10,OG0002903,P46436
Mcav_TRINITY_GG_56272_c18_g1_i4.p1,NP_000538.3,PF12947.11,OG0001685,Q14517
Mcav_TRINITY_GG_56272_c18_g1_i4.p1,NP_000538.3,PF12661.11,OG0001685,Q14517
Mcav_TRINITY_GG_56272_c18_g1_i4.p1,NP_000541.1,PF07974.17,OG0001685,Q14517
Mcav_TRINITY_GG_56272_c18_g1_i4.p1,NP_000538.3,PF07645.19,OG0001685,Q14517
Mcav_TRINITY_GG_56272_c18_g1_i4.p1,NP_000538.3,PF12662.11,OG0001685,Q14517
Mcav_TRINITY_GG_56272_c18_g1_i4.p1,NP_000538.3,PF00008.31,OG0001685,Q14517
Mcav_TRINITY_GG_56490_c11_g1_i2.p1,NP_002677.1,PF08242.16,OG0007960,Q0P5B2
Mcav_TRINITY_GG_56490_c11_g1_i2.p1,NP_002677.1,PF08241.16,OG0007960,Q0P5B2
Mcav_TRINITY_GG_56490_c11_g1_i2.p1,NP_000745.1,PF13847.10,OG0007960,Q0P5B2
Mcav_TRINITY_GG_56490_c11_g1_i2.p1,NP_002677.1,PF13489.10,OG0007960,Q0P5B2
Mcav_TRINITY_GG_56490_c11_g1_i2.p1,NP_000745.1,PF13578.10,OG0007960,Q0P5B2
Mcav_TRINITY_GG_56545_c100_g1_i4.p1,NP_000538.3,PF14670.10,OG0012796,Q9UGM3
Mcav_TRINITY_GG_56545_c100_g1_i4.p1,NP_000538.3,PF00008.31,OG0012796,Q9UGM3
Mcav_TRINITY_GG_56545_c101_g1_i7.p1,NP_000538.3,PF00008.31,OG0001046,O88572
Mcav_TRINITY_GG_56545_c101_g1_i7.p1,NP_000538.3,PF14670.10,OG0001046,O88572
Mcav_TRINITY_GG_56545_c101_g1_i7.p1,NP_000538.3,PF12662.11,OG0001046,O88572
Mcav_TRINITY_GG_5668_c4_g1_i3.p1,NP_000538.3,PF00008.31,OG0004412,P49013
Mcav_TRINITY_GG_5668_c4_g1_i3.p1,NP_000538.3,PF12947.11,OG0004412,P49013
Mcav_TRINITY_GG_5668_c4_g1_i3.p1,NP_000538.3,PF07645.19,OG0004412,P49013
Mcav_TRINITY_GG_5668_c4_g1_i3.p1,NP_000538.3,PF12661.11,OG0004412,P49013
Mcav_TRINITY_GG_5668_c4_g1_i3.p1,NP_000538.3,PF12662.11,OG0004412,P49013
Mcav_TRINITY_GG_5668_c4_g1_i3.p1,NP_000541.1,PF07974.17,OG0004412,P49013
Mcav_TRINITY_GG_56687_c6_g1_i1.p1,NP_002677.1,PF13489.10,OG0007534,P23506
Mcav_TRINITY_GG_56687_c6_g1_i1.p1,NP_000745.1,PF13847.10,OG0007534,P23506
Mcav_TRINITY_GG_56687_c6_g1_i1.p1,NP_002677.1,PF08241.16,OG0007534,P23506
Mcav_TRINITY_GG_56687_c6_g1_i1.p1,NP_000745.1,PF13578.10,OG0007534,P23506
Mcav_TRINITY_GG_56687_c6_g1_i1.p1,NP_000745.1,PF01135.23,OG0007534,P23506
Mcav_TRINITY_GG_56687_c6_g1_i1.p1,NP_002677.1,PF08242.16,OG0007534,P23506
Mcav_TRINITY_GG_56726_c162_g1_i1.p1,NP_002070.1,PF00155.25,OG0005962,Q4AC99
Mcav_TRINITY_GG_56726_c162_g1_i1.p1,NP_002071.2,PF00155.25,OG0005962,Q4AC99
Mcav_TRINITY_GG_56726_c162_g1_i1.p1,NP_000344.1,PF00155.25,OG0005962,Q4AC99
Mcav_TRINITY_GG_56726_c162_g1_i1.p1,NP_000781.2,PF00155.25,OG0005962,Q4AC99
Mcav_TRINITY_GG_56751_c0_g1_i1.p1,NP_001150.3,PF08541.14,OG0010081,NA
Mcav_TRINITY_GG_56781_c7_g2_i2.p1,NP_001150.3,PF00111.31,OG0004320,P15690
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF01946.21,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF12831.11,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF07991.16,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF01262.25,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF00743.23,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF01262.25,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF02737.22,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF01266.28,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF13454.10,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF07992.18,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF01593.28,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF01494.23,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF00070.31,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF12831.11,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF00070.31,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF05834.16,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000658.1,PF01262.25,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF07992.18,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF13738.10,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF01266.28,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF13450.10,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF13738.10,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF13450.10,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF03486.18,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF01134.26,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF01266.28,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF00890.28,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF01494.23,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000659.2,PF01262.25,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF13454.10,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF01262.25,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF01134.26,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF00890.28,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF01494.23,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF13454.10,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF01946.21,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF05834.16,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF03486.18,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF00070.31,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF01593.28,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF01946.21,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF01593.28,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF03486.18,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF01134.26,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF13738.10,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF07992.18,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF05834.16,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000231.1,PF12831.11,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_690863.1,PF13450.10,OG0012345,NA
Mcav_TRINITY_GG_56861_c0_g1_i3.p1,NP_000889.3,PF00890.28,OG0012345,NA
Mcav_TRINITY_GG_57325_c22_g1_i3.p2,NP_000745.1,PF13847.10,OG0003811,Q8NE22
Mcav_TRINITY_GG_57325_c22_g1_i3.p2,NP_000745.1,PF01135.23,OG0003811,Q8NE22
Mcav_TRINITY_GG_57325_c22_g1_i3.p2,NP_002677.1,PF08241.16,OG0003811,Q8NE22
Mcav_TRINITY_GG_57325_c22_g1_i3.p2,NP_002677.1,PF08242.16,OG0003811,Q8NE22
Mcav_TRINITY_GG_57325_c22_g1_i3.p2,NP_002677.1,PF13489.10,OG0003811,Q8NE22
Mcav_TRINITY_GG_58418_c5_g1_i3.p1,NP_002677.1,PF13489.10,OG0010944,Q9H8H3
Mcav_TRINITY_GG_58418_c5_g1_i3.p1,NP_000745.1,PF13847.10,OG0010944,Q9H8H3
Mcav_TRINITY_GG_58418_c5_g1_i3.p1,NP_002677.1,PF08242.16,OG0010944,Q9H8H3
Mcav_TRINITY_GG_58418_c5_g1_i3.p1,NP_002677.1,PF08241.16,OG0010944,Q9H8H3
Mcav_TRINITY_GG_58434_c10_g1_i1.p1,NP_002677.1,PF08242.16,OG0001024,Q9H8H3
Mcav_TRINITY_GG_58434_c10_g1_i1.p1,NP_002677.1,PF13489.10,OG0001024,Q9H8H3
Mcav_TRINITY_GG_58434_c10_g1_i1.p1,NP_002677.1,PF08241.16,OG0001024,Q9H8H3
Mcav_TRINITY_GG_58434_c10_g1_i1.p1,NP_000745.1,PF13847.10,OG0001024,Q9H8H3
Mcav_TRINITY_GG_58464_c13_g1_i1.p1,NP_000660.1,PF02826.23,OG0001240,P95544
Mcav_TRINITY_GG_58464_c13_g1_i1.p1,NP_690863.1,PF13241.10,OG0001240,P95544
